# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_78;
0.000000,0,0.000000,sub {
0.000002,1,0.000002,my $defaults = ${$_[0]};
0.000000,0,0.000000,sub {
0.000015,8,0.000002,my $class = shift;
0.000057,8,0.000007,$class = Scalar::Util::blessed($class) || $class;
0.000015,8,0.000002,return Class::MOP::Class->initialize($class)->new_object(@_)
0.000000,0,0.000000,if $class ne 'Moose::Meta::Instance';
0.000025,8,0.000003,my $params = @_ == 1 ? $_[0] : {@_};
0.000023,8,0.000003,my $instance = bless {} => $class;
0.000027,8,0.000003,if (exists $params->{'associated_metaclass'}) {
0.000000,0,0.000000,$instance->{"associated_metaclass"} = $params->{'associated_metaclass'};
0.000000,0,0.000000,}
0.000017,8,0.000002,if (exists $params->{'attributes'}) {
0.000000,0,0.000000,$instance->{"attributes"} = $params->{'attributes'};
0.000000,0,0.000000,}
0.000016,8,0.000002,if (exists $params->{'slot_hash'}) {
0.000000,0,0.000000,$instance->{"slot_hash"} = $params->{'slot_hash'};
0.000000,0,0.000000,}
0.000014,8,0.000002,if (exists $params->{'slots'}) {
0.000000,0,0.000000,$instance->{"slots"} = $params->{'slots'};
0.000000,0,0.000000,}
0.000049,8,0.000006,return $instance
0.000000,0,0.000000,}
0.000014,2,0.000007,}
0.000000,0,0.000000,;
