# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_133;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000026,16,0.000002,if (@_ > 1) {
0.000000,0,0.000000,Carp::confess "Cannot assign a value to a read-only accessor";
0.000000,0,0.000000,}
0.000088,16,0.000006,$_[0]->{"lazy"};
0.000000,0,0.000000,}
0.000013,2,0.000006,}
0.000000,0,0.000000,;
