# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000002,1,0.000002,package InventoryDbUtil; require Carp; 
0.000000,0,0.000000,sub (*$;$$) {
0.000000,0,0.000000,local($", $!) = (', ', 0);    # TODO - Why do we do this?
0.000000,0,0.000000,if (@_ == 2) {
0.000000,0,0.000000,
0.000045,2,0.000023,no warnings qw(unopened uninitialized numeric);
0.000176,2,0.000088,no if $] >= 5.017011, warnings => "experimental::smartmatch";
0.000000,0,0.000000,
0.000000,0,0.000000,if (wantarray) {
0.000000,0,0.000000,my @results = CORE::syswrite($_[0], $_[1]);
0.000000,0,0.000000,my $retval  = \@results;
0.000000,0,0.000000,my $context = "list";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,# An empty list, or a single undef is failure
0.000000,0,0.000000,if (! @results or (@results == 1 and ! defined $results[0])) {
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,return @results;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,my $retval  = CORE::syswrite($_[0], $_[1]);
0.000000,0,0.000000,my $context = "scalar";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,if not defined $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,return $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,} elsif (@_ == 3) {
0.000000,0,0.000000,
0.000045,2,0.000023,no warnings qw(unopened uninitialized numeric);
0.000181,2,0.000091,no if $] >= 5.017011, warnings => "experimental::smartmatch";
0.000000,0,0.000000,
0.000000,0,0.000000,if (wantarray) {
0.000000,0,0.000000,my @results = CORE::syswrite($_[0], $_[1], $_[2]);
0.000000,0,0.000000,my $retval  = \@results;
0.000000,0,0.000000,my $context = "list";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,# An empty list, or a single undef is failure
0.000000,0,0.000000,if (! @results or (@results == 1 and ! defined $results[0])) {
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1], $_[2] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,return @results;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,my $retval  = CORE::syswrite($_[0], $_[1], $_[2]);
0.000000,0,0.000000,my $context = "scalar";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1], $_[2] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,if not defined $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,return $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,} elsif (@_ == 4) {
0.000000,0,0.000000,
0.000041,2,0.000020,no warnings qw(unopened uninitialized numeric);
0.000229,2,0.000115,no if $] >= 5.017011, warnings => "experimental::smartmatch";
0.000000,0,0.000000,
0.000000,0,0.000000,if (wantarray) {
0.000000,0,0.000000,my @results = CORE::syswrite($_[0], $_[1], $_[2], $_[3]);
0.000000,0,0.000000,my $retval  = \@results;
0.000000,0,0.000000,my $context = "list";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,# An empty list, or a single undef is failure
0.000000,0,0.000000,if (! @results or (@results == 1 and ! defined $results[0])) {
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1], $_[2], $_[3] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,return @results;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,my $retval  = CORE::syswrite($_[0], $_[1], $_[2], $_[3]);
0.000000,0,0.000000,my $context = "scalar";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::syswrite}, args => [ $_[0], $_[1], $_[2], $_[3] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,if not defined $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,return $retval;
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,}
0.000000,0,0.000000,die "Internal error: syswrite(@_): Do not expect to get ", scalar(@_), " arguments";
0.000000,0,0.000000,}
0.000006,1,0.000006,
0.000000,0,0.000000,;
