# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_155;
0.000000,0,0.000000,sub {
0.000002,1,0.000002,my $attr_default = ${$_[0]};
0.000001,1,0.000001,my $meta = ${$_[1]};
0.000001,1,0.000001,my $type_message = ${$_[2]};
0.000000,0,0.000000,sub {
0.000000,0,0.000000,if (@_ > 1) {
0.000000,0,0.000000,die Moose::Error::Util::create_error(message => "Cannot assign a value to a read-only accessor", depth   => -1, );
0.000000,0,0.000000,}
0.000000,0,0.000000,if (!exists $_[0]->{"hasher"}) {
0.000000,0,0.000000,my $default = $attr_default->($_[0]);
0.000000,0,0.000000,if (! (( do { Moose::Util::does_role($default, "Crypt::PBKDF2::Hash") } ))) {
0.000000,0,0.000000,die Moose::Error::Util::create_error(message => "Attribute (hasher) does not pass the type constraint because: " . do { local $_ = $default; $type_message->($default)}, depth   => -1, );
0.000000,0,0.000000,}
0.000000,0,0.000000,$_[0]->{"hasher"} = $default;
0.000000,0,0.000000,}
0.000000,0,0.000000,return $_[0]->{"hasher"};
0.000000,0,0.000000,}
0.000017,2,0.000009,}
0.000000,0,0.000000,;
