# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_161;
0.000000,0,0.000000,sub {
0.000002,1,0.000002,my $attr_default = ${$_[0]};
0.000002,1,0.000002,my $meta = ${$_[1]};
0.000002,1,0.000002,my $type_message = ${$_[2]};
0.000000,0,0.000000,sub {
0.000000,0,0.000000,if (@_ > 1) {
0.000000,0,0.000000,die Moose::Error::Util::create_error(message => "Cannot assign a value to a read-only accessor", depth   => -1, );
0.000000,0,0.000000,}
0.000000,0,0.000000,return $_[0]->{"salt_len"};
0.000000,0,0.000000,}
0.000014,2,0.000007,}
0.000000,0,0.000000,;
