# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_18;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000069,44,0.000002,if (@_ > 1) {
0.000000,0,0.000000,$_[0]->{"inline_environment"} = $_[1];
0.000000,0,0.000000,}
0.000230,44,0.000005,$_[0]->{"inline_environment"};
0.000000,0,0.000000,}
0.000013,2,0.000007,}
0.000000,0,0.000000,;
