# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_153;
0.000000,0,0.000000,sub {
0.000002,1,0.000002,my $attr_default = ${$_[0]};
0.000001,1,0.000001,my $meta = ${$_[1]};
0.000001,1,0.000001,my $type_message = ${$_[2]};
0.000000,0,0.000000,sub {
0.000000,0,0.000000,exists $_[0]->{"hash_args"};
0.000000,0,0.000000,}
0.000015,2,0.000007,}
0.000000,0,0.000000,;
