# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_130;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000023,14,0.000002,if (@_ > 1) {
0.000000,0,0.000000,Carp::confess "Cannot assign a value to a read-only accessor";
0.000000,0,0.000000,}
0.000075,14,0.000005,$_[0]->{"weak_ref"};
0.000000,0,0.000000,}
0.000013,2,0.000007,}
0.000000,0,0.000000,;
