# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000002,1,0.000002,package main; require Carp; 
0.000000,0,0.000000,sub (;*) {
0.000000,0,0.000000,local($", $!) = (', ', 0);    # TODO - Why do we do this?
0.000000,0,0.000000,if (@_ == 0) {
0.000000,0,0.000000,
0.000040,2,0.000020,no warnings qw(unopened uninitialized numeric);
0.000157,2,0.000078,no if $] >= 5.017011, warnings => "experimental::smartmatch";
0.000000,0,0.000000,
0.000000,0,0.000000,if (wantarray) {
0.000000,0,0.000000,my @results = CORE::close();
0.000000,0,0.000000,my $retval  = \@results;
0.000000,0,0.000000,my $context = "list";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,# An empty list, or a single undef is failure
0.000000,0,0.000000,if (! @results or (@results == 1 and ! defined $results[0])) {
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::close}, args => [  ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,return @results;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,my $retval  = CORE::close();
0.000000,0,0.000000,my $context = "scalar";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,return $retval || 
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::close}, args => [  ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,
0.000000,0,0.000000,} elsif (@_ == 1) {
0.000000,0,0.000000,
0.000039,2,0.000020,no warnings qw(unopened uninitialized numeric);
0.000187,2,0.000094,no if $] >= 5.017011, warnings => "experimental::smartmatch";
0.000000,0,0.000000,
0.000000,0,0.000000,if (wantarray) {
0.000000,0,0.000000,my @results = CORE::close($_[0]);
0.000000,0,0.000000,my $retval  = \@results;
0.000000,0,0.000000,my $context = "list";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,# An empty list, or a single undef is failure
0.000000,0,0.000000,if (! @results or (@results == 1 and ! defined $results[0])) {
0.000000,0,0.000000,
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::close}, args => [ $_[0] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,return @results;
0.000000,0,0.000000,}
0.000000,0,0.000000,
0.000000,0,0.000000,my $retval  = CORE::close($_[0]);
0.000000,0,0.000000,my $context = "scalar";
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,return $retval || 
0.000000,0,0.000000,die autodie->throw(
0.000000,0,0.000000,function => q{CORE::close}, args => [ $_[0] ],
0.000000,0,0.000000,pragma => q{autodie}, errno => $!,
0.000000,0,0.000000,context => $context, return => $retval,
0.000000,0,0.000000,eval_error => $@
0.000000,0,0.000000,)
0.000000,0,0.000000,;
0.000000,0,0.000000,
0.000000,0,0.000000,
0.000000,0,0.000000,}
0.000000,0,0.000000,die "Internal error: close(@_): Do not expect to get ", scalar(@_), " arguments";
0.000000,0,0.000000,}
0.000006,1,0.000006,
0.000000,0,0.000000,;
