# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_91;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000000,0,0.000000,if (@_ > 1) {
0.000000,0,0.000000,Carp::confess "Cannot assign a value to a read-only accessor";
0.000000,0,0.000000,}
0.000000,0,0.000000,$_[0]->{"method_metaclass"};
0.000000,0,0.000000,}
0.000018,2,0.000009,}
0.000000,0,0.000000,;
