# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_4;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000004,2,0.000002,if (@_ > 1) {
0.000000,0,0.000000,$_[0]->{"hand_optimized_type_constraint"} = $_[1];
0.000000,0,0.000000,}
0.000014,2,0.000007,$_[0]->{"hand_optimized_type_constraint"};
0.000000,0,0.000000,}
0.000013,2,0.000007,}
0.000000,0,0.000000,;
