# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_84;
0.000000,0,0.000000,sub {
0.000002,1,0.000002,my $defaults = ${$_[0]};
0.000000,0,0.000000,sub {
0.000013,8,0.000002,my $class = shift;
0.000053,8,0.000007,$class = Scalar::Util::blessed($class) || $class;
0.000027,8,0.000003,return Class::MOP::Class->initialize($class)->new_object(@_)
0.000000,0,0.000000,if $class ne 'Moose::Meta::Method';
0.000013,7,0.000002,my $params = @_ == 1 ? $_[0] : {@_};
0.000018,7,0.000003,my $instance = bless {} => $class;
0.000142,7,0.000020,if (exists $params->{'associated_metaclass'}) {
0.000000,0,0.000000,$instance->{"associated_metaclass"} = $params->{'associated_metaclass'};
0.000000,0,0.000000,}
0.000013,7,0.000002,if (exists $params->{'body'}) {
0.000000,0,0.000000,$instance->{"body"} = $params->{'body'};
0.000000,0,0.000000,}
0.000014,7,0.000002,if (exists $params->{'name'}) {
0.000000,0,0.000000,$instance->{"name"} = $params->{'name'};
0.000000,0,0.000000,}
0.000011,7,0.000002,if (exists $params->{'original_method'}) {
0.000000,0,0.000000,$instance->{"original_method"} = $params->{'original_method'};
0.000000,0,0.000000,}
0.000025,7,0.000004,if (exists $params->{'package_name'}) {
0.000000,0,0.000000,$instance->{"package_name"} = $params->{'package_name'};
0.000000,0,0.000000,}
0.000037,7,0.000005,return $instance
0.000000,0,0.000000,}
0.000014,2,0.000007,}
0.000000,0,0.000000,;
